LABEL,SENSOR_A,SENSOR_B,TIME,container_id
DEPART_TRAIN,18,126,2015-10-13T11:49:01.404277,234
NOISE,42,-113,2015-10-13T21:16:55.404277,234
UNLOAD_SHIP,-287,44,2015-01-23T00:31:35.158333,235
LOAD_TRAIN,131,38,2015-01-25T23:23:31.410625,235
DEPART_TRAIN,-23,92,2015-01-27T05:25:10.390425,235
UNLOAD_SHIP,-280,-53,2015-09-07T05:28:46.532851,236
NOISE,2,64,2015-09-08T13:50:39.532851,236
LOAD_TRAIN,67,-5,2015-09-10T05:47:47.750477,236
DEPART_TRAIN,-13,138,2015-09-11T10:40:00.898053,236
NOISE,104,37,2015-08-14T13:52:45.000684,237
UNLOAD_SHIP,-227,-20,2015-08-16T01:24:03.386791,237
LOAD_TRAIN,129,-16,2015-08-18T20:52:56.031874,237
DEPART_TRAIN,-33,108,2015-08-19T18:21:48.492620,237
NOISE,54,51,2015-04-11T07:20:01.282676,238
NOISE,36,-50,2015-04-11T17:32:31.282676,238
NOISE,92,-5,2015-04-11T19:04:22.282676,238
UNLOAD_SHIP,-140,-53,2015-04-12T09:26:23.394549,238
NOISE,77,96,2015-04-13T16:58:27.394549,238
LOAD_TRAIN,127,-44,2015-04-15T11:02:21.658773,238
DEPART_TRAIN,-4,109,2015-04-16T03:58:08.203463,238
UNLOAD_SHIP,-250,23,2015-02-03T21:31:57.108969,239
NOISE,101,-73,2015-02-05T08:49:15.108969,239
LOAD_TRAIN,60,-19,2015-02-06T17:38:37.471437,239
DEPART_TRAIN,8,-79,2015-02-07T12:09:36.660706,239
NOISE,100,-96,2015-11-02T12:40:21.310330,240
UNLOAD_SHIP,-182,53,2015-11-03T19:29:18.073773,240
LOAD_TRAIN,77,-44,2015-11-06T17:34:48.691893,240
DEPART_TRAIN,-10,-90,2015-11-08T00:33:10.633337,240
UNLOAD_SHIP,-241,-2,2015-03-04T19:42:47.601342,241
LOAD_TRAIN,94,-1,2015-03-07T16:05:20.773657,241
NOISE,53,24,2015-03-08T06:52:46.773657,241
DEPART_TRAIN,33,109,2015-03-08T15:13:40.521226,241
NOISE,105,113,2015-03-08T21:13:11.521226,241
UNLOAD_SHIP,-307,4,2015-06-28T12:24:47.721866,242
LOAD_TRAIN,70,26,2015-07-01T13:06:06.575074,242
NOISE,97,85,2015-07-02T15:14:25.575074,242
DEPART_TRAIN,-35,102,2015-07-02T19:50:20.148938,242
NOISE,99,-67,2015-07-02T20:21:53.148938,242
UNLOAD_SHIP,-300,52,2015-09-11T15:00:06.434920,243
LOAD_TRAIN,91,5,2015-09-14T19:47:01.319404,243
NOISE,78,-27,2015-09-15T03:42:19.319404,243
DEPART_TRAIN,-1,-57,2015-09-16T00:01:47.826855,243
NOISE,50,35,2015-09-16T03:57:56.826855,243
UNLOAD_SHIP,-207,-3,2015-07-16T22:17:27.826341,244
LOAD_TRAIN,113,30,2015-07-19T16:23:57.488310,244
DEPART_TRAIN,10,-131,2015-07-20T11:39:20.415773,244
UNLOAD_SHIP,-243,17,2015-04-12T23:36:24.762106,245
NOISE,47,84,2015-04-14T08:48:03.762106,245
LOAD_TRAIN,91,-29,2015-04-15T21:46:45.768619,245
DEPART_TRAIN,-22,-85,2015-04-16T19:03:25.406839,245
NOISE,29,-52,2015-03-01T22:28:37.001572,246
UNLOAD_SHIP,-161,-36,2015-03-02T14:55:45.658738,246
LOAD_TRAIN,114,-28,2015-03-05T11:27:28.809639,246
NOISE,112,84,2015-03-05T15:51:54.809639,246
DEPART_TRAIN,-36,125,2015-03-06T07:08:06.632066,246
NOISE,23,-109,2015-03-06T13:03:42.632066,246
UNLOAD_SHIP,-259,-36,2015-05-18T10:18:30.059491,247
NOISE,17,-98,2015-05-18T20:14:26.059491,247
LOAD_TRAIN,137,-39,2015-05-21T04:25:55.866737,247
DEPART_TRAIN,15,-61,2015-05-22T10:59:15.383794,247
NOISE,36,118,2015-02-23T16:49:47.407341,248
NOISE,50,3,2015-02-24T17:06:01.407341,248
UNLOAD_SHIP,-192,-23,2015-02-24T18:51:39.101134,248
LOAD_TRAIN,114,-14,2015-02-27T13:10:00.193313,248
NOISE,32,-11,2015-02-27T17:47:49.193313,248
DEPART_TRAIN,28,94,2015-02-28T16:31:41.533076,248
NOISE,96,-22,2015-03-01T02:23:51.533076,248
NOISE,116,117,2015-03-18T01:56:02.767553,249
NOISE,94,-80,2015-03-18T21:59:22.767553,249
UNLOAD_SHIP,-206,21,2015-03-19T08:36:26.795729,249
LOAD_TRAIN,128,-8,2015-03-22T10:36:32.633481,249
NOISE,93,29,2015-03-22T19:52:54.633481,249
DEPART_TRAIN,13,110,2015-03-23T03:55:53.246589,249
NOISE,45,-26,2015-03-23T10:20:07.246589,249
NOISE,3,-2,2015-03-08T01:23:18.357217,250
UNLOAD_SHIP,-135,24,2015-03-08T09:44:17.765691,250
NOISE,120,42,2015-03-10T14:30:38.765691,250
LOAD_TRAIN,83,29,2015-03-11T09:41:03.892101,250
NOISE,106,-119,2015-03-11T16:11:18.892101,250
DEPART_TRAIN,-8,-76,2015-03-12T03:52:48.499942,250
NOISE,11,-110,2015-03-12T07:05:12.499942,250
NOISE,77,28,2015-08-16T13:40:39.063771,251
UNLOAD_SHIP,-135,59,2015-08-17T17:45:25.637786,251
NOISE,16,50,2015-08-20T15:07:27.637786,251
LOAD_TRAIN,140,-14,2015-08-20T19:38:04.917286,251
DEPART_TRAIN,-4,88,2015-08-21T12:44:48.631450,251
UNLOAD_SHIP,-174,44,2015-03-25T09:01:08.246106,252
NOISE,105,58,2015-03-26T05:58:52.246106,252
LOAD_TRAIN,137,49,2015-03-28T14:29:56.406350,252
DEPART_TRAIN,-27,-145,2015-03-29T19:54:48.021278,252
UNLOAD_SHIP,-222,-4,2015-11-18T08:58:19.050439,253
NOISE,101,-31,2015-11-21T05:22:43.050439,253
LOAD_TRAIN,110,49,2015-11-21T14:27:23.123965,253
NOISE,70,18,2015-11-21T19:33:04.123965,253
DEPART_TRAIN,0,-116,2015-11-22T21:11:02.367359,253
NOISE,118,84,2015-11-23T16:15:40.367359,253
UNLOAD_SHIP,-197,0,2015-09-02T10:56:03.260776,254
NOISE,48,9,2015-09-03T20:42:23.260776,254
LOAD_TRAIN,115,-8,2015-09-05T05:02:20.729778,254
DEPART_TRAIN,33,-68,2015-09-06T10:18:27.238593,254
NOISE,69,-79,2015-01-24T09:13:33.222158,255
UNLOAD_SHIP,-230,-59,2015-01-24T21:23:25.461846,255
LOAD_TRAIN,100,-15,2015-01-28T04:16:24.031204,255
DEPART_TRAIN,36,113,2015-01-29T08:04:02.579567,255
NOISE,4,84,2015-01-11T16:51:22.569754,256
NOISE,2,-115,2015-01-12T01:43:37.569754,256
NOISE,85,93,2015-01-12T03:57:14.569754,256
UNLOAD_SHIP,-139,52,2015-01-13T20:31:50.830164,256
LOAD_TRAIN,73,36,2015-01-16T19:51:05.266837,256
DEPART_TRAIN,-38,89,2015-01-18T02:59:26.496907,256
UNLOAD_SHIP,-171,28,2015-02-17T13:17:24.119536,257
LOAD_TRAIN,93,-5,2015-02-20T07:37:55.482106,257
DEPART_TRAIN,21,122,2015-02-21T10:27:00.647285,257
UNLOAD_SHIP,-140,-28,2015-10-17T23:48:04.650532,258
NOISE,69,61,2015-10-18T16:50:00.650532,258
LOAD_TRAIN,125,11,2015-10-20T20:15:29.324121,258
NOISE,88,-30,2015-10-20T23:25:30.324121,258
DEPART_TRAIN,36,69,2015-10-22T01:54:27.972226,258
NOISE,66,90,2015-10-22T07:02:16.972226,258
NOISE,104,-29,2015-05-14T03:21:41.304107,259
NOISE,113,-23,2015-05-14T06:03:40.304107,259
UNLOAD_SHIP,-141,-35,2015-05-16T09:31:59.204959,259
LOAD_TRAIN,133,-2,2015-05-19T03:03:02.917460,259
NOISE,85,-38,2015-05-19T14:18:34.917460,259
DEPART_TRAIN,-13,-113,2015-05-19T20:54:45.407171,259
NOISE,120,19,2015-05-20T19:02:36.407171,259
UNLOAD_SHIP,-144,21,2015-07-01T02:18:29.968752,260
NOISE,83,49,2015-07-03T18:20:53.968752,260
LOAD_TRAIN,140,13,2015-07-04T02:45:26.804242,260
NOISE,98,-17,2015-07-04T14:23:14.804242,260
DEPART_TRAIN,24,-69,2015-07-05T01:54:48.681143,260
NOISE,50,-74,2015-07-05T10:37:59.681143,260
UNLOAD_SHIP,-170,62,2015-05-09T03:32:29.963901,261
NOISE,110,79,2015-05-10T15:02:43.963901,261
LOAD_TRAIN,89,30,2015-05-12T09:37:58.592411,261
NOISE,58,12,2015-05-13T12:15:28.592411,261
DEPART_TRAIN,29,-118,2015-05-13T14:10:51.511924,261
NOISE,63,-48,2015-05-14T05:08:11.511924,261
UNLOAD_SHIP,-215,-17,2015-04-08T10:49:20.581273,262
NOISE,81,-49,2015-04-10T13:09:06.581273,262
LOAD_TRAIN,121,-12,2015-04-11T05:39:45.020722,262
DEPART_TRAIN,21,-117,2015-04-12T05:34:44.304042,262
UNLOAD_SHIP,-294,-40,2015-08-10T07:42:24.254789,263
LOAD_TRAIN,67,43,2015-08-13T03:07:53.588619,263
NOISE,99,24,2015-08-13T21:53:55.588619,263
DEPART_TRAIN,22,119,2015-08-14T06:49:29.481822,263
NOISE,24,-64,2015-08-14T15:33:11.481822,263
UNLOAD_SHIP,-310,18,2015-04-26T08:48:25.331823,264
LOAD_TRAIN,124,41,2015-04-29T04:41:35.186356,264
DEPART_TRAIN,26,59,2015-04-30T05:08:08.463368,264
UNLOAD_SHIP,-160,18,2015-01-18T12:49:46.552680,265
NOISE,0,53,2015-01-19T19:44:56.552680,265
LOAD_TRAIN,138,11,2015-01-21T12:53:15.121291,265
NOISE,70,-83,2015-01-22T09:51:33.121291,265
DEPART_TRAIN,-10,70,2015-01-22T17:25:38.551702,265
NOISE,35,87,2015-01-23T05:34:30.551702,265
UNLOAD_SHIP,-181,10,2015-05-30T15:12:48.128222,266
LOAD_TRAIN,104,-23,2015-06-02T19:02:40.697341,266
DEPART_TRAIN,1,78,2015-06-03T13:41:56.495616,266
UNLOAD_SHIP,-293,-2,2015-10-11T23:53:14.490763,267
NOISE,83,102,2015-10-12T09:52:35.490763,267
NOISE,72,-86,2015-10-14T10:29:18.490763,267
LOAD_TRAIN,84,-38,2015-10-15T01:59:50.322589,267
DEPART_TRAIN,-3,123,2015-10-16T01:58:54.241636,267
NOISE,91,-105,2015-06-28T00:52:00.781360,268
UNLOAD_SHIP,-291,42,2015-06-28T10:36:32.836610,268
LOAD_TRAIN,84,-11,2015-07-01T09:27:43.536485,268
NOISE,84,68,2015-07-01T20:23:50.536485,268
NOISE,58,-69,2015-07-02T09:32:17.536485,268
DEPART_TRAIN,40,-75,2015-07-02T13:42:39.679907,268
NOISE,25,-11,2015-07-02T15:46:57.679907,268
NOISE,94,21,2015-07-02T18:48:14.679907,268
UNLOAD_SHIP,-286,44,2015-02-12T11:26:12.651879,269
NOISE,77,-24,2015-02-12T14:53:23.651879,269
LOAD_TRAIN,121,-12,2015-02-15T14:52:31.805530,269
NOISE,67,90,2015-02-15T19:14:59.805530,269
DEPART_TRAIN,5,-143,2015-02-16T17:28:46.257402,269
NOISE,39,-44,2015-02-16T19:56:56.257402,269
UNLOAD_SHIP,-142,-41,2015-10-07T00:40:33.198297,270
LOAD_TRAIN,66,29,2015-10-10T04:05:42.341413,270
DEPART_TRAIN,18,-140,2015-10-11T04:43:52.517101,270
UNLOAD_SHIP,-130,-52,2015-07-15T22:48:14.029117,271
LOAD_TRAIN,106,18,2015-07-18T18:38:47.603273,271
NOISE,108,79,2015-07-19T04:29:39.603273,271
NOISE,5,-79,2015-07-19T15:49:55.603273,271
DEPART_TRAIN,-28,109,2015-07-19T20:27:07.806928,271
NOISE,71,89,2015-07-20T02:23:36.806928,271
NOISE,85,-4,2015-07-20T10:53:13.806928,271
UNLOAD_SHIP,-156,65,2015-12-16T00:24:05.844392,272
LOAD_TRAIN,113,-25,2015-12-19T05:40:53.650127,272
NOISE,24,-78,2015-12-19T23:03:12.650127,272
DEPART_TRAIN,-32,132,2015-12-20T01:05:06.438792,272
NOISE,92,58,2015-12-20T05:07:40.438792,272
UNLOAD_SHIP,-303,-21,2015-09-12T20:34:00.766695,273
LOAD_TRAIN,105,-36,2015-09-16T00:57:16.356607,273
DEPART_TRAIN,-23,-114,2015-09-17T04:22:33.666115,273
NOISE,68,-1,2015-01-18T04:56:30.592496,274
NOISE,15,-115,2015-01-18T08:38:30.592496,274
UNLOAD_SHIP,-225,-44,2015-01-20T15:00:00.112602,274
LOAD_TRAIN,62,14,2015-01-23T21:48:59.479737,274
NOISE,46,-7,2015-01-24T09:03:41.479737,274
DEPART_TRAIN,-17,-128,2015-01-24T22:55:51.122164,274
NOISE,112,-44,2015-01-25T08:25:43.122164,274
NOISE,29,-119,2015-05-22T11:37:17.175209,275
UNLOAD_SHIP,-190,24,2015-05-24T02:37:51.187748,275
LOAD_TRAIN,92,11,2015-05-27T01:06:43.961153,275
NOISE,6,-74,2015-05-27T11:49:44.961153,275
DEPART_TRAIN,-16,-116,2015-05-28T00:53:47.074249,275
NOISE,44,-47,2015-05-28T02:20:41.074249,275
NOISE,104,56,2015-05-29T14:08:21.409195,276
UNLOAD_SHIP,-168,-30,2015-05-29T18:46:35.783325,276
NOISE,41,61,2015-05-29T20:35:17.783325,276
LOAD_TRAIN,128,-24,2015-06-01T16:20:17.831722,276
NOISE,82,-14,2015-06-01T21:12:08.831722,276
NOISE,105,-101,2015-06-02T18:12:30.831722,276
DEPART_TRAIN,21,78,2015-06-02T18:58:34.248556,276
NOISE,71,40,2015-06-02T20:56:02.248556,276
NOISE,66,89,2015-06-04T07:53:01.248556,276
UNLOAD_SHIP,-205,59,2015-11-24T12:50:47.781931,277
LOAD_TRAIN,105,-24,2015-11-27T12:42:21.112369,277
NOISE,84,61,2015-11-27T15:26:09.112369,277
DEPART_TRAIN,-40,55,2015-11-28T05:50:15.457065,277
NOISE,10,-34,2015-11-28T08:17:51.457065,277
UNLOAD_SHIP,-140,-36,2015-12-27T07:12:09.270856,278
LOAD_TRAIN,129,-22,2015-12-30T02:23:39.398397,278
NOISE,61,15,2015-12-30T04:29:07.398397,278
DEPART_TRAIN,31,-145,2015-12-30T21:59:13.936526,278
NOISE,108,-59,2015-12-31T12:06:29.936526,278
UNLOAD_SHIP,-299,-44,2015-12-03T13:04:37.778216,279
LOAD_TRAIN,112,38,2015-12-06T05:55:19.320450,279
NOISE,120,70,2015-12-06T15:38:59.320450,279
DEPART_TRAIN,39,94,2015-12-07T02:24:08.291814,279
NOISE,51,-12,2015-12-07T09:00:47.291814,279
NOISE,79,-8,2015-07-17T09:03:31.821967,280
NOISE,4,0,2015-07-18T21:54:48.821967,280
UNLOAD_SHIP,-257,40,2015-07-19T03:04:31.332237,280
LOAD_TRAIN,92,9,2015-07-22T04:38:56.155872,280
NOISE,7,-5,2015-07-22T07:57:18.155872,280
DEPART_TRAIN,-12,-105,2015-07-23T02:45:06.137604,280
NOISE,55,-59,2015-07-24T03:10:09.137604,280
UNLOAD_SHIP,-180,22,2015-07-02T11:57:44.044259,281
NOISE,22,64,2015-07-05T04:14:12.044259,281
LOAD_TRAIN,129,45,2015-07-05T11:48:31.026595,281
DEPART_TRAIN,-9,121,2015-07-06T08:23:00.387137,281
NOISE,59,-79,2015-06-02T00:47:32.719384,282
UNLOAD_SHIP,-256,-17,2015-06-02T10:16:05.908259,282
NOISE,93,38,2015-06-04T10:37:43.908259,282
LOAD_TRAIN,118,-23,2015-06-05T13:50:55.366117,282
DEPART_TRAIN,-40,-80,2015-06-06T20:46:52.955674,282
NOISE,27,-120,2015-03-17T16:10:24.763415,283
UNLOAD_SHIP,-248,59,2015-03-18T16:53:10.138652,283
NOISE,32,59,2015-03-18T20:36:21.138652,283
NOISE,54,-38,2015-03-20T09:50:43.138652,283
LOAD_TRAIN,127,36,2015-03-21T20:44:56.337784,283
NOISE,40,45,2015-03-22T08:05:49.337784,283
DEPART_TRAIN,-10,-117,2015-03-22T19:28:37.693821,283
NOISE,77,-89,2015-03-22T20:01:52.693821,283
UNLOAD_SHIP,-291,48,2015-05-14T04:52:29.520933,284
LOAD_TRAIN,101,-11,2015-05-17T05:04:34.887154,284
DEPART_TRAIN,11,-79,2015-05-18T06:57:54.956984,284
UNLOAD_SHIP,-287,-24,2015-10-04T10:34:29.848335,285
NOISE,116,-18,2015-10-05T21:37:25.848335,285
LOAD_TRAIN,138,-39,2015-10-07T13:29:19.056476,285
NOISE,33,8,2015-10-07T23:51:44.056476,285
DEPART_TRAIN,14,91,2015-10-08T19:30:31.142513,285
NOISE,81,101,2015-10-08T21:52:45.142513,285
UNLOAD_SHIP,-176,26,2015-02-04T01:03:18.059205,286
LOAD_TRAIN,136,-6,2015-02-06T19:32:12.703080,286
DEPART_TRAIN,36,-122,2015-02-07T15:14:03.018409,286
NOISE,69,-97,2015-09-27T22:21:38.483478,287
UNLOAD_SHIP,-222,-57,2015-09-29T15:02:46.430691,287
LOAD_TRAIN,97,26,2015-10-02T08:43:10.194458,287
DEPART_TRAIN,-12,116,2015-10-03T14:51:52.838710,287
UNLOAD_SHIP,-183,-22,2015-01-23T01:37:46.018562,288
LOAD_TRAIN,134,-49,2015-01-26T02:36:28.187489,288
NOISE,45,-7,2015-01-26T20:52:58.187489,288
NOISE,17,102,2015-01-26T23:30:42.187489,288
DEPART_TRAIN,39,-110,2015-01-27T01:12:16.769680,288
NOISE,10,88,2015-01-27T17:16:03.769680,288
NOISE,115,-5,2015-01-27T17:26:24.769680,288
UNLOAD_SHIP,-278,-1,2015-05-17T23:38:20.563916,289
NOISE,20,-10,2015-05-19T11:49:28.563916,289
LOAD_TRAIN,95,-43,2015-05-21T00:46:31.435138,289
NOISE,41,-75,2015-05-21T23:41:17.435138,289
DEPART_TRAIN,33,105,2015-05-22T00:00:37.904189,289
NOISE,18,19,2015-05-22T06:04:00.904189,289
UNLOAD_SHIP,-206,1,2015-08-20T10:09:08.836095,290
NOISE,46,116,2015-08-20T22:52:38.836095,290
NOISE,9,-105,2015-08-21T08:53:18.836095,290
LOAD_TRAIN,108,-50,2015-08-23T16:48:42.196034,290
NOISE,40,115,2015-08-23T19:38:02.196034,290
NOISE,92,111,2015-08-24T16:01:18.196034,290
DEPART_TRAIN,-40,-93,2015-08-24T23:24:30.630235,290
NOISE,103,108,2015-08-25T00:05:48.630235,290
NOISE,109,87,2015-08-26T08:32:39.630235,290
UNLOAD_SHIP,-302,55,2015-10-20T23:01:44.194568,291
NOISE,35,50,2015-10-21T14:21:37.194568,291
LOAD_TRAIN,102,50,2015-10-23T16:23:01.258496,291
DEPART_TRAIN,33,-145,2015-10-24T17:28:52.566330,291
UNLOAD_SHIP,-247,-32,2015-09-10T13:12:49.558184,292
LOAD_TRAIN,111,-44,2015-09-13T08:49:36.761671,292
NOISE,99,-109,2015-09-13T20:29:34.761671,292
DEPART_TRAIN,29,-114,2015-09-14T05:48:08.945948,292
NOISE,74,-25,2015-09-15T10:05:08.945948,292
NOISE,95,60,2015-08-17T20:11:24.303207,293
UNLOAD_SHIP,-220,-58,2015-08-19T11:05:10.887440,293
NOISE,77,-8,2015-08-21T02:45:27.887440,293
LOAD_TRAIN,107,6,2015-08-22T08:54:54.803985,293
NOISE,34,82,2015-08-23T08:26:05.803985,293
DEPART_TRAIN,-8,-75,2015-08-23T13:59:56.505154,293
NOISE,65,-109,2015-08-23T18:35:40.505154,293
UNLOAD_SHIP,-254,33,2015-02-04T20:32:30.806934,294
LOAD_TRAIN,60,-26,2015-02-07T19:20:29.737167,294
DEPART_TRAIN,-22,-76,2015-02-08T19:25:52.297978,294
UNLOAD_SHIP,-193,-34,2015-07-13T00:13:55.002200,295
LOAD_TRAIN,118,16,2015-07-15T23:12:32.115481,295
DEPART_TRAIN,-25,125,2015-07-17T04:38:52.466095,295
NOISE,11,99,2015-03-30T13:35:08.113124,296
UNLOAD_SHIP,-290,-1,2015-04-01T23:20:54.753122,296
LOAD_TRAIN,111,-23,2015-04-05T06:02:10.746377,296
DEPART_TRAIN,7,-128,2015-04-05T23:30:35.573533,296
UNLOAD_SHIP,-254,-25,2015-10-20T12:40:05.030280,297
NOISE,110,-114,2015-10-20T17:47:40.030280,297
NOISE,20,120,2015-10-21T12:07:34.030280,297
LOAD_TRAIN,90,48,2015-10-23T17:32:10.074868,297
DEPART_TRAIN,11,116,2015-10-24T22:48:18.422344,297
UNLOAD_SHIP,-204,-56,2015-07-12T06:56:42.449306,298
LOAD_TRAIN,131,26,2015-07-15T11:04:06.281830,298
NOISE,7,120,2015-07-15T17:49:14.281830,298
NOISE,51,37,2015-07-15T20:18:39.281830,298
NOISE,120,-98,2015-07-15T22:47:31.281830,298
DEPART_TRAIN,-10,108,2015-07-16T04:35:17.763539,298
NOISE,62,62,2015-07-16T05:00:19.763539,298
NOISE,29,-114,2015-07-16T07:00:23.763539,298
NOISE,67,-81,2015-07-17T10:03:04.763539,298
NOISE,66,9,2015-11-29T06:51:07.887609,299
UNLOAD_SHIP,-201,1,2015-11-29T20:14:13.444881,299
NOISE,15,75,2015-11-30T19:47:57.444881,299
LOAD_TRAIN,93,-42,2015-12-02T13:42:55.174484,299
NOISE,89,109,2015-12-03T03:05:10.174484,299
DEPART_TRAIN,-11,-129,2015-12-03T15:03:04.259114,299
NOISE,44,71,2015-12-04T01:32:07.259114,299
UNLOAD_SHIP,-283,58,2015-12-31T11:18:57.324181,300
LOAD_TRAIN,60,-41,2016-01-03T09:47:50.617082,300
DEPART_TRAIN,25,-89,2016-01-04T05:22:11.481698,300
UNLOAD_SHIP,-237,-18,2015-12-05T13:16:54.528407,301
NOISE,107,-96,2015-12-07T04:30:51.528407,301
LOAD_TRAIN,111,-30,2015-12-08T17:09:23.148339,301
DEPART_TRAIN,24,-68,2015-12-09T17:35:02.232601,301
NOISE,44,74,2015-06-20T21:31:05.944527,302
UNLOAD_SHIP,-141,7,2015-06-21T07:17:12.841322,302
LOAD_TRAIN,86,10,2015-06-24T01:25:04.085223,302
DEPART_TRAIN,40,-62,2015-06-25T04:38:38.873999,302
UNLOAD_SHIP,-177,-7,2015-12-24T08:13:53.343831,303
NOISE,119,33,2015-12-25T11:08:20.343831,303
LOAD_TRAIN,94,2,2015-12-27T01:50:33.505988,303
NOISE,23,-90,2015-12-27T18:30:29.505988,303
DEPART_TRAIN,12,-116,2015-12-27T19:51:40.773249,303
NOISE,120,-1,2015-12-28T04:57:53.773249,303
NOISE,35,-80,2015-06-20T05:42:01.674783,304
NOISE,21,-33,2015-06-22T07:10:58.674783,304
UNLOAD_SHIP,-212,-33,2015-06-22T11:10:00.136965,304
NOISE,26,15,2015-06-23T12:42:43.136965,304
LOAD_TRAIN,79,17,2015-06-25T05:30:44.826277,304
DEPART_TRAIN,10,124,2015-06-26T03:37:12.500224,304
UNLOAD_SHIP,-283,58,2015-07-18T10:15:58.577070,305
NOISE,41,82,2015-07-20T11:20:17.577070,305
LOAD_TRAIN,81,-3,2015-07-21T17:21:48.299405,305
NOISE,100,-105,2015-07-22T11:47:24.299405,305
DEPART_TRAIN,-9,-110,2015-07-22T21:04:34.648718,305
NOISE,10,-3,2015-07-23T01:12:57.648718,305
UNLOAD_SHIP,-252,-14,2015-04-25T12:52:28.729388,306
NOISE,23,-91,2015-04-26T03:36:20.729388,306
LOAD_TRAIN,77,25,2015-04-28T07:42:21.214920,306
DEPART_TRAIN,-14,-125,2015-04-29T01:26:33.090233,306
UNLOAD_SHIP,-171,-39,2015-06-09T00:13:22.741661,307
NOISE,116,83,2015-06-09T01:45:29.741661,307
NOISE,47,-77,2015-06-11T08:33:21.741661,307
LOAD_TRAIN,86,47,2015-06-11T21:49:12.576275,307
NOISE,98,-4,2015-06-12T12:57:22.576275,307
DEPART_TRAIN,-35,-101,2015-06-12T21:56:58.385447,307
NOISE,91,43,2015-06-12T22:07:45.385447,307
UNLOAD_SHIP,-288,-9,2015-02-16T16:53:14.025755,308
LOAD_TRAIN,72,-22,2015-02-19T11:18:56.449583,308
NOISE,48,-30,2015-02-19T11:37:56.449583,308
DEPART_TRAIN,-13,-84,2015-02-20T05:41:59.520916,308
NOISE,46,87,2015-02-21T14:29:02.520916,308
NOISE,46,-39,2015-06-12T06:20:54.585507,309
UNLOAD_SHIP,-245,-38,2015-06-12T09:04:02.396168,309
NOISE,73,45,2015-06-13T03:09:25.396168,309
LOAD_TRAIN,79,13,2015-06-15T05:22:15.098706,309
DEPART_TRAIN,-25,-121,2015-06-15T22:28:33.263381,309
UNLOAD_SHIP,-203,3,2015-01-08T05:51:49.461712,310
NOISE,81,78,2015-01-11T07:16:33.461712,310
LOAD_TRAIN,127,5,2015-01-11T09:11:10.253151,310
DEPART_TRAIN,-33,-128,2015-01-12T14:51:20.201040,310
UNLOAD_SHIP,-283,-3,2015-10-26T07:09:05.091919,311
NOISE,104,20,2015-10-28T16:12:59.091919,311
LOAD_TRAIN,69,21,2015-10-29T02:16:35.113175,311
DEPART_TRAIN,39,121,2015-10-30T01:09:59.316569,311
UNLOAD_SHIP,-283,-2,2015-01-11T05:37:11.440732,312
LOAD_TRAIN,112,14,2015-01-14T01:08:39.196427,312
NOISE,110,-71,2015-01-14T08:15:01.196427,312
DEPART_TRAIN,28,-121,2015-01-14T19:52:57.740051,312
NOISE,43,-86,2015-01-14T20:21:17.740051,312
NOISE,95,-97,2015-04-30T10:41:18.740980,313
UNLOAD_SHIP,-307,-43,2015-05-01T11:32:29.874063,313
NOISE,24,42,2015-05-02T15:57:25.874063,313
LOAD_TRAIN,138,12,2015-05-04T16:36:44.563476,313
DEPART_TRAIN,-11,-126,2015-05-05T20:15:10.851250,313
NOISE,88,47,2015-08-14T19:11:16.475389,314
NOISE,108,-68,2015-08-15T11:12:46.475389,314
UNLOAD_SHIP,-252,36,2015-08-15T16:28:48.680056,314
LOAD_TRAIN,92,27,2015-08-18T13:53:36.592456,314
NOISE,94,119,2015-08-18T23:20:07.592456,314
DEPART_TRAIN,-30,-110,2015-08-19T09:44:40.311971,314
NOISE,103,-40,2015-08-19T09:50:32.311971,314
UNLOAD_SHIP,-153,-30,2015-11-27T18:10:14.601438,315
LOAD_TRAIN,103,-14,2015-11-30T23:42:55.176491,315
NOISE,33,38,2015-12-01T19:06:48.176491,315
DEPART_TRAIN,-16,-113,2015-12-01T22:17:39.724089,315
NOISE,11,-8,2015-12-02T11:11:47.724089,315
UNLOAD_SHIP,-234,39,2015-06-13T22:17:35.520709,316
NOISE,3,-30,2015-06-16T18:39:15.520709,316
LOAD_TRAIN,118,-44,2015-06-17T04:21:09.871563,316
DEPART_TRAIN,-27,-112,2015-06-18T08:23:06.929869,316
UNLOAD_SHIP,-152,10,2015-06-11T01:14:12.583942,317
LOAD_TRAIN,91,-34,2015-06-14T03:40:34.381244,317
NOISE,40,-39,2015-06-15T06:50:30.381244,317
DEPART_TRAIN,0,-86,2015-06-15T07:16:41.855435,317
NOISE,26,-36,2015-06-16T01:59:56.855435,317
UNLOAD_SHIP,-278,-33,2015-08-25T17:43:31.735467,318
LOAD_TRAIN,92,-37,2015-08-28T12:42:19.114138,318
NOISE,41,-97,2015-08-29T04:04:37.114138,318
DEPART_TRAIN,-28,-89,2015-08-29T08:04:59.304412,318
NOISE,63,-17,2015-08-29T12:56:07.304412,318
UNLOAD_SHIP,-138,15,2015-01-10T18:33:50.661280,319
LOAD_TRAIN,104,32,2015-01-13T11:32:10.418728,319
DEPART_TRAIN,-26,107,2015-01-14T07:13:16.276874,319
UNLOAD_SHIP,-140,-34,2015-08-25T12:49:46.111389,320
LOAD_TRAIN,129,-30,2015-08-28T16:51:14.708055,320
DEPART_TRAIN,29,113,2015-08-29T13:54:46.970005,320
